61,25,1
20,35,89
47,21,94
61,43,136
55,56,211
55,12,211
47,15,212
24,15,214
55,3,323
55,8,323
55,9,323
24,47,339
35,20,347
56,19,378
25,3,388
12,19,426
55,18,433
55,27,434
55,11,434
43,8,443
35,19,461
24,21,463
47,24,465
19,27,510
8,19,514
55,22,548
55,40,548
55,14,548
55,5,555
55,43,555
55,7,555
7,19,562
43,25,565
2,19,569
35,11,570
14,9,584
19,22,622
40,35,635
8,11,642
8,25,642
23,35,663
55,4,676
43,23,680
13,21,681
13,15,681
13,9,688
2,5,688
2,1,688
14,13,698
15,13,713
9,14,716
45,7,718
9,27,720
56,9,726
56,21,726
25,61,727
61,8,730
19,2,733
19,21,733
27,15,751
27,21,751
27,24,751
8,17,751
10,43,761
23,22,772
23,45,772
55,46,787
43,22,794
43,17,794
43,10,794
13,1,797
7,17,804
3,16,808
3,11,808
2,8,808
2,12,808
14,1,812
35,22,820
35,23,826
47,14,827
47,13,827
16,22,829
35,10,832
9,21,832
9,15,832
25,11,836
45,22,838
15,9,840
1,2,842
1,5,842
1,3,846
1,8,846
11,3,846
19,11,847
11,19,850
11,22,850
56,8,851
40,22,860
24,14,861
27,12,863
22,11,867
22,43,869
22,23,869
22,25,869
8,48,871
8,10,871
8,22,871
10,23,881
10,7,881
10,8,881
10,16,881
23,20,892
23,43,892
23,11,892
12,1,895
12,56,895
12,15,895
12,9,895
12,21,895
12,13,895
43,16,906
43,61,906
7,10,913
7,22,913
7,40,913
13,5,917
13,12,917
13,56,917
14,3,924
14,24,924
14,5,924
14,8,924
14,25,924
3,47,928
3,1,928
3,14,928
3,5,928
3,21,928
3,9,932
3,24,932
3,8,932
2,27,934
2,25,934
2,56,934
2,15,934
3,2,935
3,12,935
3,22,935
3,25,935
3,13,938
47,9,941
3,47,942
3,9,942
16,61,944
16,11,944
9,47,946
9,24,946
9,1,946
35,40,949
1,4,955
1,12,955
15,25,955
15,1,955
15,8,955
15,56,955
15,19,955
19,23,956
19,5,956
19,56,956
19,24,956
15,47,957
15,11,957
15,5,957
15,14,957
15,2,957
19,14,959
19,15,959
11,45,962
11,40,962
11,16,962
56,11,962
56,3,962
56,2,962
56,5,962
25,2,963
25,23,963
25,22,963
61,17,965
61,19,965
40,23,969
40,10,969
45,2,970
5,2,971
5,21,971
5,24,971
5,25,971
5,11,971
5,15,971
27,47,973
27,8,973
5,16,975
5,47,975
5,13,975
5,22,975
5,12,975
5,14,975
20,23,979
24,9,980
22,35,981
22,45,981
8,12,981
8,14,981
8,15,981
8,9,981
8,2,981
8,1,981
22,17,985
22,40,985
22,19,985
22,16,985
22,7,985
22,18,988
22,10,988
22,61,988
48,22,991
10,25,995
10,22,995
23,40,1002
12,3,1004
12,25,1004
12,8,1004
12,14,1005
12,61,1005
12,27,1005
12,2,1005
12,11,1005
43,19,1016
43,7,1016
13,25,1027
13,8,1027
13,22,1027
13,19,1027
13,47,1027
14,10,1034
14,61,1034
14,11,1034
14,22,1034
7,43,1034
2,24,1048
2,47,1048
2,9,1048
47,5,1053
47,1,1053
9,19,1058
9,12,1058
9,5,1058
3,23,1059
3,56,1059
3,22,1059
3,20,1059
3,27,1059
3,21,1059
3,5,1063
1,6,1064
1,7,1064
1,22,1064
19,10,1074
19,12,1074
19,9,1074
19,3,1074
16,21,1076
16,23,1076
16,20,1076
16,13,1076
16,9,1076
11,13,1076
11,61,1076
11,8,1076
11,9,1076
19,56,1077
19,25,1077
19,2,1077
19,27,1077
19,8,1077
19,5,1077
25,14,1078
25,1,1078
25,21,1078
25,8,1078
25,15,1078
19,15,1079
19,16,1079
19,23,1079
19,47,1079
56,23,1079
56,25,1079
56,47,1079
56,15,1079
56,22,1079
25,16,1081
25,12,1081
25,9,1081
25,27,1081
16,19,1081
16,25,1081
16,14,1081
16,8,1081
15,24,1082
15,21,1082
15,3,1082
19,11,1082
56,10,1082
56,13,1082
19,12,1084
19,1,1084
16,22,1085
16,3,1085
16,27,1085
15,23,1085
15,1,1085
15,27,1085
15,10,1085
61,15,1086
61,13,1086
61,23,1086
61,9,1086
15,8,1088
15,20,1088
15,25,1088
5,61,1090
5,9,1090
5,10,1090
24,5,1093
24,11,1093
24,27,1093
24,19,1093
24,2,1093
5,23,1093
5,27,1093
5,13,1096
5,16,1096
8,27,1096
8,56,1096
8,3,1096
8,47,1096
8,21,1096
8,24,1096
27,3,1097
27,23,1097
27,22,1097
27,11,1097
5,3,1097
5,25,1097
5,19,1097
22,27,1098
22,12,1098
22,15,1098
22,14,1098
22,47,1098
24,3,1099
24,56,1099
5,8,1099
5,11,1099
5,2,1099
5,23,1099
5,21,1099
8,11,1100
8,15,1100
22,5,1102
22,9,1102
22,21,1102
22,19,1102
22,11,1102
23,2,1117
23,24,1117
23,14,1117
23,3,1117
23,5,1117
23,56,1117
10,17,1118
23,27,1119
23,25,1119
23,13,1119
12,10,1120
12,47,1120
12,20,1120
12,5,1120
12,9,1122
12,1,1122
12,13,1122
12,3,1122
12,21,1124
12,14,1124
12,8,1124
12,25,1124
12,27,1125
12,47,1125
12,15,1125
12,10,1125
12,22,1125
10,45,1125
10,48,1125
12,19,1127
12,20,1127
12,2,1127
12,56,1127
12,5,1127
4,22,1137
43,40,1140
13,27,1142
13,2,1142
13,23,1142
13,11,1147
13,16,1147
14,21,1158
14,23,1158
14,16,1158
14,35,1158
14,27,1158
7,45,1162
7,35,1162
47,16,1163
47,3,1163
47,25,1163
47,8,1163
2,13,1164
2,3,1164
2,16,1164
2,10,1164
2,11,1167
2,21,1167
2,19,1167
2,20,1167
2,5,1167
9,56,1168
9,13,1168
9,3,1168
9,61,1168
9,16,1168
9,21,1170
9,2,1170
9,23,1170
9,8,1170
3,7,1175
3,14,1175
3,15,1175
1,9,1181
1,10,1181
1,11,1181
11,14,1188
11,12,1188
19,20,1201
19,15,1201
16,10,1202
16,61,1202
16,25,1204
16,20,1204
16,2,1204
16,11,1204
16,15,1204
16,19,1204
19,10,1204
19,6,1204
15,7,1205
15,22,1205
25,19,1206
25,56,1206
25,2,1206
61,14,1207
15,11,1208
15,1,1208
15,5,1208
25,23,1209
25,47,1209
20,9,1209
20,2,1209
20,12,1209
20,10,1209
20,16,1209
20,22,1209
20,8,1209
25,14,1211
25,12,1211
25,10,1211
25,9,1211
27,7,1211
27,56,1211
27,1,1211
27,16,1211
27,20,1211
40,17,1211
18,27,1212
18,35,1212
18,11,1212
18,20,1212
18,23,1212
18,13,1212
8,61,1212
8,20,1212
27,25,1213
27,15,1213
27,5,1213
27,14,1213
20,61,1213
20,19,1213
20,15,1213
61,11,1214
61,12,1214
61,5,1214
61,20,1214
61,25,1214
8,5,1215
8,9,1215
8,3,1215
5,7,1216
5,18,1216
5,20,1216
5,56,1216
8,10,1216
8,23,1216
8,2,1216
8,27,1216
8,11,1216
8,15,1216
18,3,1217
18,25,1217
18,1,1217
18,14,1217
18,12,1217
22,3,1217
22,20,1217
5,22,1217
5,14,1217
5,12,1217
5,15,1217
5,9,1217
61,27,1218
61,22,1218
61,16,1218
61,8,1218
40,43,1218
40,48,1218
18,7,1220
18,9,1220
18,8,1220
45,40,1222
18,5,1224
18,10,1224
24,8,1225
24,1,1225
24,25,1225
18,2,1227
18,22,1227
18,56,1227
48,40,1237
12,3,1244
12,23,1244
12,1,1244
23,47,1244
23,15,1244
23,7,1244
23,22,1244
12,15,1246
12,14,1246
12,27,1246
12,16,1246
6,8,1247
6,20,1247
6,19,1247
6,11,1247
6,12,1247
6,16,1247
6,25,1247
10,14,1249
10,9,1249
10,13,1249
10,15,1249
10,22,1249
10,12,1249
10,20,1251
10,5,1251
10,23,1251
10,2,1251
6,24,1251
6,9,1251
6,23,1251
6,3,1251
6,5,1254
6,35,1254
43,35,1254
4,6,1256
4,1,1256
4,21,1256
4,20,1256
4,11,1256
4,9,1256
4,8,1256
4,47,1259
4,10,1259
4,13,1259
4,15,1259
13,7,1272
13,9,1272
13,10,1272
13,25,1272
14,17,1272
14,15,1272
14,56,1272
14,3,1272
2,22,1276
2,56,1276
2,4,1276
2,47,1276
2,24,1276
14,1,1278
14,12,1278
14,9,1278
7,25,1280
7,8,1280
7,2,1280
7,12,1280
7,9,1280
7,5,1280
9,12,1284
9,14,1284
9,47,1284
9,15,1284
9,61,1286
9,22,1286
9,56,1286
9,3,1286
9,13,1286
9,20,1286
47,19,1287
47,10,1287
47,2,1287
3,25,1289
3,17,1289
3,23,1289
1,13,1292
1,14,1292
1,17,1292
1,15,1297
1,16,1297
11,23,1298
11,15,1298
11,21,1298
11,5,1298
11,25,1298
11,16,1299
11,13,1299
11,10,1299
11,61,1299
35,22,1301
35,12,1301
56,14,1312
56,23,1312
56,8,1312
56,4,1312
56,3,1312
16,5,1316
16,47,1316
19,4,1316
19,17,1316
19,25,1316
15,16,1320
15,24,1320
15,3,1320
15,61,1320
15,21,1320
20,27,1322
20,5,1322
8,6,1326
8,25,1326
8,21,1327
8,7,1327
8,56,1327
25,35,1328
25,13,1328
25,16,1328
25,22,1328
22,7,1329
22,13,1329
22,23,1329
22,25,1329
5,21,1329
5,8,1329
5,11,1329
25,7,1330
25,20,1330
25,3,1330
25,27,1330
61,56,1330
61,10,1330
27,11,1334
27,19,1334
24,23,1339
24,22,1339
24,5,1339
24,10,1339
23,6,1356
23,19,1356
23,61,1357
23,10,1357
23,16,1357
23,9,1357
12,20,1358
12,7,1358
23,25,1359
23,15,1359
23,7,1359
23,2,1359
10,56,1360
10,18,1360
10,3,1360
6,1,1366
6,22,1366
6,15,1366
6,47,1366
6,7,1366
4,19,1381
4,2,1381
4,25,1381
13,14,1384
13,4,1384
13,8,1384
13,3,1384
13,17,1384
13,6,1386
13,21,1386
13,23,1388
13,15,1388
13,27,1388
13,22,1388
7,3,1391
7,1,1391
7,13,1391
2,25,1397
2,23,1397
2,7,1397
14,27,1399
47,7,1401
47,5,1401
3,11,1401
3,47,1401
3,22,1401
47,22,1402
47,11,1402
47,4,1402
47,15,1402
47,27,1402
9,6,1407
9,7,1407
9,4,1407
9,10,1407
1,11,1413
1,9,1413
1,5,1413
11,17,1413
11,22,1413
11,8,1415
11,7,1415
11,1,1415
11,15,1415
16,22,1430
16,1,1430
16,8,1430
16,9,1430
19,21,1430
19,24,1430
19,56,1430
19,2,1430
15,7,1434
15,8,1434
56,27,1435
56,10,1435
56,5,1437
56,6,1437
56,13,1437
56,7,1437
56,9,1437
56,19,1439
56,21,1439
61,4,1441
61,19,1441
61,21,1441
56,25,1441
25,5,1442
8,20,1442
8,1,1442
8,16,1442
8,13,1442
20,21,1443
20,56,1443
20,25,1443
5,6,1443
5,27,1443
5,56,1443
5,2,1443
5,23,1443
22,1,1444
22,6,1444
22,56,1444
27,23,1445
27,22,1445
27,12,1445
27,1,1445
22,9,1446
22,8,1446
22,12,1446
22,4,1446
22,21,1446
24,47,1455
24,4,1455
24,20,1459
24,8,1459
24,15,1459
23,8,1469
23,1,1469
23,14,1469
23,12,1469
23,19,1471
23,6,1471
23,21,1471
23,27,1471
12,5,1472
12,10,1472
12,19,1472
12,8,1472
6,2,1477
6,10,1477
6,8,1477
6,25,1477
6,21,1477
6,19,1477
10,6,1480
10,7,1480
10,25,1480
10,11,1480
10,8,1480
43,45,1493
13,11,1498
13,56,1501
13,9,1501
13,8,1501
13,20,1501
13,3,1501
13,4,1501
4,21,1502
4,5,1502
4,56,1502
4,6,1502
7,20,1505
7,21,1505
7,6,1505
7,19,1505
14,15,1510
14,56,1510
3,19,1511
3,45,1511
9,8,1518
9,1,1518
2,1,1518
2,8,1518
2,61,1518
2,6,1518
2,11,1521
47,13,1523
47,56,1523
47,19,1523
47,3,1523
47,61,1523
47,17,1523
2,27,1524
1,8,1536
1,18,1536
1,19,1536
1,25,1536
11,3,1536
11,10,1536
19,11,1542
19,20,1542
15,4,1546
15,47,1546
15,22,1546
15,2,1546
15,9,1546
56,3,1550
56,15,1550
8,5,1554
61,17,1555
61,22,1555
61,24,1555
61,15,1555
61,3,1555
5,3,1555
5,1,1555
5,25,1555
22,2,1556
22,25,1556
22,7,1556
25,14,1556
25,15,1556
25,23,1556
25,13,1556
27,47,1562
27,9,1562
27,6,1562
20,19,1564
20,1,1564
20,2,1564
20,7,1564
27,17,1565
27,8,1565
27,7,1565
20,16,1567
20,27,1567
20,47,1567
20,23,1567
20,9,1567
24,3,1568
24,61,1568
20,13,1570
20,5,1570
20,6,1570
12,15,1584
12,47,1584
12,14,1584
23,25,1586
23,5,1586
23,47,1586
10,47,1590
10,4,1590
10,15,1590
10,27,1590
6,5,1591
6,9,1591
7,2,1614
7,22,1614
7,8,1614
7,25,1615
13,14,1616
13,2,1616
13,45,1616
13,23,1616
4,24,1616
4,20,1616
4,11,1616
14,11,1627
14,13,1627
14,23,1627
14,19,1630
14,18,1630
14,5,1630
47,23,1634
47,21,1634
3,2,1635
3,6,1635
3,9,1635
9,22,1635
9,16,1635
2,10,1636
2,22,1636
2,47,1636
2,17,1636
2,15,1636
9,19,1638
9,21,1638
9,11,1638
9,2,1638
11,23,1647
11,27,1647
16,2,1652
19,8,1652
19,5,1652
1,20,1655
1,21,1655
1,24,1655
1,6,1655
15,3,1656
15,13,1656
15,6,1656
15,23,1656
61,47,1664
61,25,1664
61,8,1664
5,7,1665
5,8,1665
25,11,1668
25,19,1668
25,56,1668
25,21,1668
25,7,1668
25,3,1668
8,47,1669
8,12,1669
8,14,1669
8,45,1669
8,27,1669
8,17,1669
56,24,1670
56,20,1670
8,20,1672
22,19,1675
22,6,1675
22,11,1675
22,13,1675
22,27,1677
22,12,1677
22,14,1677
22,23,1677
22,4,1677
22,16,1677
22,17,1677
22,8,1679
22,2,1679
22,3,1679
22,21,1679
27,56,1681
27,4,1681
27,3,1681
27,10,1681
27,24,1681
20,15,1682
20,56,1682
20,19,1682
20,3,1682
45,9,1686
45,3,1686
45,2,1686
45,27,1686
45,47,1686
45,23,1686
45,4,1686
24,5,1689
24,22,1689
24,11,1689
24,47,1689
12,21,1694
18,45,1696
18,14,1696
18,13,1696
18,21,1696
18,3,1696
18,12,1696
18,10,1696
18,22,1696
23,20,1698
6,18,1700
6,11,1700
6,45,1703
6,4,1703
6,61,1703
6,17,1703
6,27,1703
6,47,1703
10,35,1705
4,9,1725
4,12,1725
4,47,1725
13,17,1728
13,5,1728
13,19,1728
7,27,1730
7,18,1730
7,9,1732
7,11,1733
7,47,1734
7,17,1734
7,23,1734
7,61,1734
7,27,1737
14,27,1746
14,8,1746
14,4,1746
14,10,1746
2,61,1747
2,3,1747
2,9,1747
3,18,1749
3,24,1749
3,8,1749
3,7,1749
3,20,1749
47,4,1751
47,11,1751
3,47,1751
3,25,1751
47,24,1754
47,25,1754
47,8,1754
47,3,1754
9,3,1754
9,24,1754
9,56,1754
9,7,1754
1,12,1764
1,14,1764
1,23,1764
11,8,1764
11,24,1764
11,21,1766
11,45,1766
11,20,1766
11,2,1766
11,19,1766
1,3,1769
1,17,1772
1,19,1772
1,8,1772
1,9,1776
1,22,1776
16,18,1776
16,10,1776
16,19,1776
16,15,1776
19,22,1776
19,24,1776
